Dataset,RulesFrom,Model,Accuracy (%),Precision (%),Recall (%),F1 Score (%),Balanced Accuracy (%),MCC (%),Error Rate (%),AUC (%),Time Training (s)
spambase,RF,SLIM,83.82193268186754,83.64779874213836,73.27823691460054,78.12041116005874,81.97962024941496,65.73573056238351,16.17806731813246,86.8008037362876,1.0673489570617676
spambase,RF,TREEGAM,84.69055374592834,95.27272727272728,67.17948717948717,78.796992481203,82.36563812834999,69.8893703603667,15.309446254071656,91.50683277801922,28.08611011505127
telco,DT,EBM,80.19872249822569,70.6140350877193,43.16353887399464,53.57737104825291,68.34817870340657,43.9607282489108,19.801277501774305,78.6378057490658,0.4088177680969238
telco,DT,EBMLASSO,79.4889992902768,69.5852534562212,40.37433155080214,51.09983079526227,66.99875997829962,41.5896455183816,20.51100070972321,76.66472913275982,0.6239809989929199
telco,DT,FIGS,80.19872249822569,70.6140350877193,43.16353887399464,53.57737104825291,68.34817870340657,43.9607282489108,19.801277501774305,78.6378057490658,3.680683135986328
telco,DT,GAM,78.708303761533,66.81818181818183,39.3048128342246,49.494949494949495,66.12583636880312,39.23340058586652,21.291696238466997,76.87437030148028,0.1488556861877441
telco,DT,SLIM,78.708303761533,66.81818181818183,39.3048128342246,49.494949494949495,66.12583636880312,39.23340058586652,21.291696238466997,66.12583636880312,0.0559539794921875
telco,DT,TREEGAM,80.19872249822569,70.6140350877193,43.16353887399464,53.57737104825291,68.34817870340657,43.9607282489108,19.801277501774305,78.6378057490658,5.318876266479492
telco,RF,EBM,75.44357700496806,67.53246753246754,13.941018766756033,23.11111111111111,55.76394567681431,22.376218456700727,24.556422995031934,79.86481310878094,1.8647210597991943
telco,RF,EBMLASSO,73.52732434350602,50.12048192771085,55.61497326203209,52.72496831432193,67.80748663101605,34.50017977154688,26.472675656493973,75.92472034927277,1.560779094696045
telco,RF,FIGS,76.79205110007096,55.47619047619048,62.46648793565684,58.764186633039095,72.2081474427319,42.84043089701082,23.207948899929036,79.86481310878094,4.448787927627564
telco,RF,GAM,76.72107877927608,55.693069306930695,60.16042780748663,57.84061696658098,71.43287090857423,41.85454320090865,23.278921220723912,74.66416078948048,0.1286928653717041
telco,RF,SLIM,73.45635202271114,0.0,0.0,0.0,50.0,0.0,26.543647977288853,50.0,0.1109640598297119
telco,RF,TREEGAM,75.44357700496806,67.53246753246754,13.941018766756033,23.11111111111111,55.76394567681431,22.376218456700727,24.556422995031934,79.42385127371723,24.60836505889893
titanic,DT,EBM,76.53631284916202,90.0,48.64864864864865,63.1578947368421,72.41956241956242,53.00663575594914,23.463687150837988,83.74517374517374,0.2435290813446045
titanic,DT,EBMLASSO,74.86033519553072,92.85714285714286,37.68115942028986,53.608247422680414,67.93148880105402,48.05070274087184,25.13966480446928,81.77206851119895,0.3521938323974609
titanic,DT,FIGS,76.53631284916202,90.0,48.64864864864865,63.1578947368421,72.41956241956242,53.00663575594914,23.463687150837988,83.74517374517374,3.688962936401367
titanic,DT,GAM,77.6536312849162,93.93939393939394,44.927536231884055,60.78431372549019,71.55467720685111,54.10769200199129,22.3463687150838,79.6574440052701,0.0328400135040283
titanic,DT,SLIM,77.6536312849162,73.77049180327869,65.21739130434783,69.23076923076923,75.33596837944664,52.03343187255141,22.3463687150838,75.33596837944663,0.0237109661102294
titanic,DT,TREEGAM,76.53631284916202,90.0,48.64864864864865,63.1578947368421,72.41956241956242,53.00663575594914,23.463687150837988,83.74517374517374,5.8411478996276855
titanic,RF,EBM,73.18435754189943,76.0,51.35135135135135,61.29032258064516,69.96138996138997,43.81788656773621,26.81564245810056,78.48133848133848,3.325904130935669
titanic,RF,EBMLASSO,69.83240223463687,75.86206896551724,31.88405797101449,44.89795918367347,62.76021080368906,33.71041540795388,30.16759776536313,73.12911725955205,2.704220056533813
titanic,RF,FIGS,72.06703910614524,76.08695652173914,47.2972972972973,58.333333333333336,68.4105534105534,41.49565383985455,27.93296089385475,77.62548262548262,4.1079161167144775
titanic,RF,GAM,63.12849162011173,55.172413793103445,23.18840579710145,32.6530612244898,55.68511198945981,15.019147391359938,36.87150837988828,65.83662714097495,0.0307860374450683
titanic,RF,SLIM,65.92178770949721,58.69565217391305,39.130434782608695,46.95652173913044,60.92885375494072,24.345615668334204,34.0782122905028,69.36100131752305,1.157480001449585
titanic,RF,TREEGAM,73.18435754189943,74.07407407407408,54.054054054054056,62.5,70.36036036036036,43.68919865839549,26.81564245810056,77.33590733590734,23.307159185409542
adult,BASE,EBMLASSO,86.15077537233226,76.26182965299685,61.670918367346935,68.19464033850494,77.7919809228039,60.01686452837151,13.849224627667745,91.90085842223644,32.20170974731445
breast_cancer,BASE,EBMLASSO,97.36842105263158,98.59154929577466,97.2222222222222,97.9020979020979,97.42063492063492,94.38975339262832,2.631578947368418,99.76851851851852,4.073177814483643
compas,BASE,EBMLASSO,99.16839916839916,99.07692307692308,99.07692307692308,99.07692307692308,99.16015132408576,98.32030264817148,0.8316008316008316,99.89911727616644,6.271089315414429
fico,BASE,EBMLASSO,72.27533460803059,72.92576419213974,66.8,69.72860125260961,72.04468864468865,44.39089348542471,27.72466539196941,80.37380952380954,3.1295998096466064
mushroom,BASE,EBMLASSO,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,5.051358938217163
spambase,BASE,EBMLASSO,95.98262757871878,96.045197740113,93.66391184573004,94.83960948396096,95.57747563612666,91.5709067735514,4.017372421281218,98.36660841059668,7.371179103851318
titanic,BASE,EBMLASSO,77.09497206703911,75.0,60.86956521739131,67.2,74.07114624505928,50.53602582799718,22.9050279329609,83.01712779973649,0.6590621471405029
telco,BASE,EBMLASSO,82.18594748048261,70.84745762711864,55.88235294117647,62.4813153961136,73.78658709860755,51.63147144190011,17.814052519517386,86.15373685706166,140.1564211845398
heart,BASE,EBMLASSO,86.88524590163934,82.05128205128204,96.96969696969695,88.88888888888889,85.98484848484848,74.68648417873217,13.11475409836066,90.96320346320346,0.5992488861083984
loan,BASE,EBMLASSO,98.24355971896956,97.95539033457248,99.2467043314501,98.59681945743684,97.92056578801606,96.26441484560335,1.756440281030447,99.72596829394855,3.0707812309265137
magic_gamma,BASE,EBMLASSO,86.80336487907466,86.9172932330827,93.75506893755067,90.20678891923528,83.8730501638426,70.5431848756411,13.196635120925338,92.574347448165,9.577672004699709
german,BASE,EBMLASSO,72.0,57.692307692307686,25.0,34.88372093023256,58.57142857142856,23.359392871314263,28.000000000000004,72.46428571428571,1.21136212348938
adult,BASE,TREEGAM,85.75157377552587,81.48873653281098,52.95989815404201,64.19753086419753,74.56776777390486,57.817195483504,14.24842622447413,91.14906692296456,779.3512251377106
breast_cancer,BASE,TREEGAM,97.36842105263158,95.94594594594594,100.0,97.93103448275862,96.51162790697674,94.47329926514414,2.631578947368418,99.6069439895185,3.650674819946289
compas,BASE,TREEGAM,98.05959805959806,95.96273291925466,99.67741935483872,97.78481012658229,98.25912280014111,96.11448831093811,1.9404019404019368,99.9449300356681,1022.5052778720856
fico,BASE,TREEGAM,70.45889101338432,70.3157894736842,66.53386454183267,68.37256908904811,70.30737344738692,40.7539961983362,29.541108986615683,77.3305674361378,33.40014433860779
mushroom,BASE,TREEGAM,99.75384615384615,99.88109393579072,99.644128113879,99.7624703087886,99.75812543801368,99.50734547683858,0.2461538461538515,99.9940839712026,205.31614017486567
spambase,BASE,TREEGAM,93.81107491856676,97.43589743589745,87.6923076923077,92.3076923076923,92.9986962190352,87.49311139427441,6.188925081433228,98.3635134482592,76.36933398246765
titanic,BASE,TREEGAM,79.88826815642457,76.38888888888889,74.32432432432432,75.34246575342466,79.06692406692406,58.38233278278911,20.11173184357542,84.06692406692406,104.95283317565918
telco,BASE,TREEGAM,79.63094393186657,66.28787878787878,46.91689008042895,54.94505494505495,69.16307824484768,43.33360850242441,20.36905606813343,85.67469231008104,77.33816409111023
heart,BASE,TREEGAM,90.1639344262295,88.23529411764706,93.75,90.9090909090909,89.97844827586206,80.39121205819147,9.836065573770492,92.9418103448276,7.402299880981445
loan,BASE,TREEGAM,95.66744730679156,99.8003992015968,93.28358208955224,96.43201542912246,96.4845583403736,91.27008266226278,4.332552693208436,99.47608654839011,13.603612899780272
